id,symbol,base,quote,settle,type,active,linear,inverse,subType,group,exchange,volume,spread,order_book_imbalance
ADAUSDT,ADA/USDT:USDT,ADA,USDT,USDT,swap,True,True,False,linear,group_c,bitmex,479216.557,0.001067235859124749,0.13841665045710952
DOTUSD,DOT/USD:BTC,DOT,USD,BTC,swap,True,False,False,,group_c,bitmex,375682.89447527076,0.0002873563218390488,0.3508998180365227
DOTUSDT,DOT/USDT:USDT,DOT,USDT,USDT,swap,True,True,False,linear,group_c,bitmex,26426.518999999997,0.0020123616501365868,0.21431763588626335
XRPUSD,XRP/USD:BTC,XRP,USD,BTC,swap,True,False,False,,group_c,bitmex,2197888.0701054567,0.0001956181533646107,0.5930544750756909
XRPUSDT,XRP/USDT:USDT,XRP,USDT,USDT,swap,True,True,False,linear,group_c,bitmex,443031.3189999999,0.0001958096729978245,0.40019192946117227
AVAXUSD,AVAX/USD:BTC,AVAX,USD,BTC,swap,True,False,False,,group_c,bitmex,1379994.0394282255,0.00019616634906414646,0.9420897552130553
AVAXUSDT,AVAX/USDT:USDT,AVAX,USDT,USDT,swap,True,True,False,linear,group_c,bitmex,176154.8779,0.002298786128788112,0.86796640656473
MATICUSDT,MATIC/USDT:USDT,MATIC,USDT,USDT,swap,True,True,False,linear,group_c,bitmex,1525356.784,0.00029188558085227375,0.5248977265106297
BCHUSD,BCH/USD:BTC,BCH,USD,BTC,swap,True,False,False,,group_c,bitmex,1714254.1603104568,0.001133319596126131,0.5583400333972416
BCHUSDT,BCH/USDT:USDT,BCH,USDT,USDT,swap,True,True,False,linear,group_c,bitmex,1145334.2945,0.0007221706386052259,0.4537994619984111
SUIUSD,SUI/USD:BTC,SUI,USD,BTC,swap,True,False,False,,group_c,bitmex,420154.11194969696,0.00097087378640766,0.20853063897608284
SUIUSDT,SUI/USDT:USDT,SUI,USDT,USDT,swap,True,True,False,linear,group_c,bitmex,29222.763900000005,0.0019455252918287955,0.5417980866100706
BNBUSD,BNB/USD:BTC,BNB,USD,BTC,swap,True,False,False,,group_c,bitmex,627648.979925678,0.00040056427314983625,0.8046691953037427
BNBUSDT,BNB/USDT:USDT,BNB,USDT,USDT,swap,True,True,False,linear,group_c,bitmex,748.799,0.002514932411191346,0.783990052737641
BTCUSD,BTC/USD:BTC,BTC,USD,BTC,swap,True,False,True,inverse,group_a,bybit,455752590.0000,7.534035003126625e-06,0.3440148520502569
BTCUSDT,BTC/USDT:USDT,BTC,USDT,USDT,swap,True,True,False,linear,group_a,bybit,4200320870.3398,1.5065300546090144e-06,0.8245048364808844
ETHUSD,ETH/USD:ETH,ETH,USD,ETH,swap,True,False,True,inverse,group_a,bybit,80444011.0000,1.6227970530064554e-05,-0.19338274336986624
ETHUSDT,ETH/USDT:USDT,ETH,USDT,USDT,swap,True,True,False,linear,group_a,bybit,1101354127.4520,3.2450359062455683e-06,0.26734545454545455
DOGEUSDT,DOGE/USDT:USDT,DOGE,USDT,USDT,swap,True,True,False,linear,group_b,bybit,181417043.4058,6.668444918633132e-05,-0.10880062431450821
SOLUSD,SOL/USD:SOL,SOL,USD,SOL,swap,True,False,True,inverse,group_b,bybit,7800858.0000,5.8637269848829176e-05,-0.6583118665739052
SOLUSDT,SOL/USDT:USDT,SOL,USDT,USDT,swap,True,True,False,linear,group_b,bybit,947078382.6740,5.868544600933629e-05,-0.020826622221599672
BTCUSDM24,BTC/USD:BTC-240628,BTC,USD,BTC,future,True,False,True,inverse,group_b,bybit,994815.0000,0.00011169024571854058,0.062451456630201546
BTCUSDU24,BTC/USD:BTC-240927,BTC,USD,BTC,future,True,False,True,inverse,group_b,bybit,1707557.0000,0.0002091854031868314,-0.8545460369747989
LTCUSD,LTC/USD:LTC,LTC,USD,LTC,swap,True,False,True,inverse,group_c,bybit,656510.0000,0.00024175027196900786,0.40797524922653833
LTCUSDT,LTC/USDT:USDT,LTC,USDT,USDT,swap,True,True,False,linear,group_c,bybit,14510870.5070,0.00012088974854938487,-0.049989125706829035
ADAUSD,ADA/USD:ADA,ADA,USD,ADA,swap,True,False,True,inverse,group_c,bybit,1670810.0000,0.00021367521367519012,-0.11670702179176755
ADAUSDT,ADA/USDT:USDT,ADA,USDT,USDT,swap,True,True,False,linear,group_c,bybit,36750504.9401,0.00021381227282443656,-0.05602227023814596
DOTUSD,DOT/USD:DOT,DOT,USD,DOT,swap,True,False,True,inverse,group_c,bybit,898531.0000,0.0007204610951008491,0.656315996662565
DOTUSDT,DOT/USDT:USDT,DOT,USDT,USDT,swap,True,True,False,linear,group_c,bybit,19523308.6512,0.00014392630972933875,-0.07928770817858934
XRPUSD,XRP/USD:XRP,XRP,USD,XRP,swap,True,False,True,inverse,group_c,bybit,14996226.0000,0.0001956564273136157,-0.01887864237088056
XRPUSDT,XRP/USDT:USDT,XRP,USDT,USDT,swap,True,True,False,linear,group_c,bybit,69882947.8866,0.0001957713390759377,-0.036044227846863
AVAXUSDT,AVAX/USDT:USDT,AVAX,USDT,USDT,swap,True,True,False,linear,group_c,bybit,66022409.2260,0.00014011489421312742,-0.06225848212008675
MATICUSDT,MATIC/USDT:USDT,MATIC,USDT,USDT,swap,True,True,False,linear,group_c,bybit,27531770.0932,0.0001460920379839138,-0.025568284842233505
BCHUSDT,BCH/USDT:USDT,BCH,USDT,USDT,swap,True,True,False,linear,group_c,bybit,61260948.2480,0.0002060368806015574,-0.0964339718699423
SUIUSDT,SUI/USDT:USDT,SUI,USDT,USDT,swap,True,True,False,linear,group_c,bybit,30121713.8520,9.710623422022624e-05,0.10040246275220555
BNBUSDT,BNB/USDT:USDT,BNB,USDT,USDT,swap,True,True,False,linear,group_c,bybit,30256117.0270,8.712319219388085e-05,-0.012710609516948811
BTC-PERPETUAL,BTC/USD:BTC,BTC,USD,BTC,swap,True,False,True,inverse,group_a,deribit,263499360.0,7.527399735035529e-06,0.15172195892575038
BTC_USDT-PERPETUAL,BTC/USDT:USDT,BTC,USDT,USDT,swap,True,True,False,linear,group_a,deribit,151260.47,0.00012044020896376256,0.0431713277219658
ETH-PERPETUAL,ETH/USD:ETH,ETH,USD,ETH,swap,True,False,True,inverse,group_a,deribit,98581148.0,1.6220600162265013e-05,-0.027726992870268974
ETH_USDT-PERPETUAL,ETH/USDT:USDT,ETH,USDT,USDT,swap,True,True,False,linear,group_a,deribit,9341.45,0.0004542652259969794,0.006795743043980012
BTC-31MAY24,BTC/USD:BTC-240531,BTC,USD,BTC,future,True,False,True,inverse,group_b,deribit,8981080.0,3.7524860219895683e-05,-0.31747181131685115
BTC-28JUN24,BTC/USD:BTC-240628,BTC,USD,BTC,future,True,False,True,inverse,group_b,deribit,11704920.0,3.716919417187035e-05,-0.4677990404235372
BTC-27SEP24,BTC/USD:BTC-240927,BTC,USD,BTC,future,True,False,True,inverse,group_b,deribit,6095240.0,3.6088054853843375e-05,-0.06598166616298982
BTC-27DEC24,BTC/USD:BTC-241227,BTC,USD,BTC,future,True,False,True,inverse,group_b,deribit,5684470.0,3.5029950607769645e-05,0.4049837072777052
BTCUSD_PERP,BTC/USD:BTC,BTC,USD,BTC,swap,True,False,True,inverse,group_a,binance,1437567900.0,1.5063008563511496e-06,-0.006459038081972238
BTCUSDT,BTC/USDT:USDT,BTC,USDT,USDT,swap,True,True,False,linear,group_a,binance,10054385461.33,1.506162463807982e-06,-0.06926305597965729
ETHUSD_PERP,ETH/USD:ETH,ETH,USD,ETH,swap,True,False,True,inverse,group_a,binance,474150400.0,3.2454150399732183e-06,-0.03764872157354808
ETHUSDT,ETH/USDT:USDT,ETH,USDT,USDT,swap,True,True,False,linear,group_a,binance,4286985842.47,3.2459101531302034e-06,0.003019336899502401
DOGEUSD_PERP,DOGE/USD:DOGE,DOGE,USD,DOGE,swap,True,False,True,inverse,group_b,binance,75484900.0,6.668889629883295e-05,0.11528383188659215
DOGEUSDT,DOGE/USDT:USDT,DOGE,USDT,USDT,swap,True,True,False,linear,group_b,binance,517697714.83784,6.672004270070887e-05,0.19123779069491373
SOLUSD_PERP,SOL/USD:SOL,SOL,USD,SOL,swap,True,False,True,inverse,group_b,binance,180402020.0,5.869371272977267e-06,0.01635822351756531
SOLUSDT,SOL/USDT:USDT,SOL,USDT,USDT,swap,True,True,False,linear,group_b,binance,2281549775.347,5.870542790247579e-06,0.02726842653041915
BTCUSD_240628,BTC/USD:BTC-240628,BTC,USD,BTC,future,True,False,True,inverse,group_b,binance,59606400.0,1.4910329278409969e-06,-0.016463748973181435
BTCUSDT_240628,BTC/USDT:USDT-240628,BTC,USDT,USDT,future,True,True,False,linear,group_b,binance,26623364.9,1.488168317876038e-06,0.0016258661455689114
BTCUSD_240927,BTC/USD:BTC-240927,BTC,USD,BTC,future,True,False,True,inverse,group_b,binance,48210400.0,1.4482007554658104e-06,-0.04931091576790077
LTCUSD_PERP,LTC/USD:LTC,LTC,USD,LTC,swap,True,False,True,inverse,group_c,binance,9131170.0,0.00012088974854938487,0.02764742784407003
LTCUSDT,LTC/USDT:USDT,LTC,USDT,USDT,swap,True,True,False,linear,group_c,binance,85344006.87,0.00012090436464762565,0.329803743204839
LINKUSD_PERP,LINK/USD:LINK,LINK,USD,LINK,swap,True,False,True,inverse,group_c,binance,39738070.0,5.9672992003892e-05,-0.017628502505102988
ADAUSD_PERP,ADA/USD:ADA,ADA,USD,ADA,swap,True,False,True,inverse,group_c,binance,22939680.0,0.0002137665669089119,-0.17171136124693084
ADAUSDT,ADA/USDT:USDT,ADA,USDT,USDT,swap,True,True,False,linear,group_c,binance,136029142.6802,0.00021385799828911245,0.21117110816054996
DOTUSD_PERP,DOT/USD:DOT,DOT,USD,DOT,swap,True,False,True,inverse,group_c,binance,6321270.0,0.00028793550244754794,0.0664417846140849
DOTUSDT,DOT/USDT:USDT,DOT,USDT,USDT,swap,True,True,False,linear,group_c,binance,85234544.207,0.00014398848092144647,0.1430430641773112
XRPUSD_PERP,XRP/USD:XRP,XRP,USD,XRP,swap,True,False,True,inverse,group_c,binance,24204320.0,0.0001957713390759377,0.08233208336522027
XRPUSDT,XRP/USDT:USDT,XRP,USDT,USDT,swap,True,True,False,linear,group_c,binance,201753556.7492,0.0001958096729978245,0.1868422094535718
AVAXUSD_PERP,AVAX/USD:AVAX,AVAX,USD,AVAX,swap,True,False,True,inverse,group_c,binance,10604080.0,0.0002802690582959084,0.10272199037203798
AVAXUSDT,AVAX/USDT:USDT,AVAX,USDT,USDT,swap,True,True,False,linear,group_c,binance,185461280.117,2.803240546064725e-05,0.1926485111679316
MATICUSDT,MATIC/USDT:USDT,MATIC,USDT,USDT,swap,True,True,False,linear,group_c,binance,113923566.8739,0.0001462202076328411,0.14423380707771527
BCHUSD_PERP,BCH/USD:BCH,BCH,USD,BCH,swap,True,False,True,inverse,group_c,binance,18113780.0,2.0610907292120253e-05,-0.008138288078501879
BCHUSDT,BCH/USDT:USDT,BCH,USDT,USDT,swap,True,True,False,linear,group_c,binance,276543164.6,2.06134564643612e-05,0.051035050429203525
SUIUSDT,SUI/USDT:USDT,SUI,USDT,USDT,swap,True,True,False,linear,group_c,binance,108123552.96891,9.714396735961625e-05,0.2343234569780562
BNBUSD_PERP,BNB/USD:BNB,BNB,USD,BNB,swap,True,False,True,inverse,group_c,binance,45205900.0,1.7410986332359894e-05,0.35692161935648437
BNBUSDT,BNB/USDT:USDT,BNB,USDT,USDT,swap,True,True,False,linear,group_c,binance,201168894.244,1.7429801474545353e-05,0.10845499447297711
BTCUSD,BTC/USD:BTC,BTC,USD,BTC,swap,True,False,True,inverse,group_a,bitget,399935967.9784,7.532582184237921e-06,0.01327077322143601
BTCUSDT,BTC/USDT:USDT,BTC,USDT,USDT,swap,True,True,False,linear,group_a,bitget,8718715112.1238,1.5067661331901229e-06,0.24424737693970644
ETHUSD,ETH/USD:ETH,ETH,USD,ETH,swap,True,False,True,inverse,group_a,bitget,29990144.764,0.00010716512522080147,-0.011404452727634542
ETHUSDT,ETH/USDT:USDT,ETH,USDT,USDT,swap,True,True,False,linear,group_a,bitget,3752276400.2168,5.194636537784787e-05,0.1939280947396602
DOGEUSD,DOGE/USD:DOGE,DOGE,USD,DOGE,swap,True,False,True,inverse,group_b,bitget,1467899.026321,0.00024018093630540506,0.0012128617889193194
DOGEUSDT,DOGE/USDT:USDT,DOGE,USDT,USDT,swap,True,True,False,linear,group_b,bitget,21661786.080946,0.00046692191731489545,-0.20651537309747672
SOLUSD,SOL/USD:SOL,SOL,USD,SOL,swap,True,False,True,inverse,group_b,bitget,1037042.46194,0.0006634453362141317,-0.005106451789188975
SOLUSDT,SOL/USDT:USDT,SOL,USDT,USDT,swap,True,True,False,linear,group_b,bitget,98299847.0054,0.00028187756295707076,0.23488679685676492
BTCUSDM24,BTC/USD:BTC-240628,BTC,USD,BTC,future,True,False,True,inverse,group_b,bitget,1744874.8606,0.00010290582178492652,-0.03652153908092251
BTCUSDU24,BTC/USD:BTC-240927,BTC,USD,BTC,future,True,False,True,inverse,group_b,bitget,1958889.2761,3.910000477884733e-05,-0.004770614523032965
LTCUSD,LTC/USD:LTC,LTC,USD,LTC,swap,True,False,True,inverse,group_c,bitget,900592.514,0.0008462282398453505,0.0022762611762697413
LTCUSDT,LTC/USDT:USDT,LTC,USDT,USDT,swap,True,True,False,linear,group_c,bitget,1855134.944,0.0009680542110357973,0.14272987765571968
ADAUSD,ADA/USD:ADA,ADA,USD,ADA,swap,True,False,True,inverse,group_c,bitget,487824.9328,0.001069289991445681,0.004165195439936921
ADAUSDT,ADA/USDT:USDT,ADA,USDT,USDT,swap,True,True,False,linear,group_c,bitget,4400007.46298,2.1405025900102747e-05,0.09898435658306028
DOTUSD,DOT/USD:DOT,DOT,USD,DOT,swap,True,False,True,inverse,group_c,bitget,665248.686,0.0007205649228995379,-0.0029257335294302594
DOTUSDT,DOT/USDT:USDT,DOT,USDT,USDT,swap,True,True,False,linear,group_c,bitget,3672875.198,0.00028818443804031407,-0.010396866464144207
XRPUSD,XRP/USD:XRP,XRP,USD,XRP,swap,True,False,True,inverse,group_c,bitget,1445798.34954,0.0009405310081317448,0.0018722971152199022
XRPUSDT,XRP/USDT:USDT,XRP,USDT,USDT,swap,True,True,False,linear,group_c,bitget,54911191.35284,0.0002742839230438247,-0.03832076527717611
AVAXUSDT,AVAX/USDT:USDT,AVAX,USDT,USDT,swap,True,True,False,linear,group_c,bitget,7750752.2297,5.6042816712036436e-05,-0.35334482385959126
MATICUSDT,MATIC/USDT:USDT,MATIC,USDT,USDT,swap,True,True,False,linear,group_c,bitget,3871702.3764,0.0001462629808395334,-0.0012230145403139012
BCHUSDT,BCH/USDT:USDT,BCH,USDT,USDT,swap,True,True,False,linear,group_c,bitget,29167043.4608,0.0001238364533239815,0.1103692345516068
SUIUSDT,SUI/USDT:USDT,SUI,USDT,USDT,swap,True,True,False,linear,group_c,bitget,6707542.741483,0.0003113385612267693,-0.028898414017026156
BNBUSDT,BNB/USDT:USDT,BNB,USDT,USDT,swap,True,True,False,linear,group_c,bitget,3843279.7712,0.00012208947414308247,-0.05244652738885443
