symbol,timestamp,datetime,high,low,bid,bidVolume,ask,askVolume,vwap,open,close,last,previousClose,change,percentage,average,baseVolume,quoteVolume,info.symbol,info.lastPrice,info.indexPrice,info.markPrice,info.prevPrice24h,info.price24hPcnt,info.highPrice24h,info.lowPrice24h,info.prevPrice1h,info.openInterest,info.openInterestValue,info.turnover24h,info.volume24h,info.fundingRate,info.nextFundingTime,info.predictedDeliveryPrice,info.basisRate,info.deliveryFeeRate,info.deliveryTime,info.ask1Size,info.bid1Price,info.ask1Price,info.bid1Size,info.basis
LTC/USDT:USDT,,,84.88,83.38,83.91,21.3,83.92,155.5,84.06155019414352,84.16,83.91,83.91,,-0.25,-0.297,84.035,159443.9,13403101.403,LTCUSDT,83.91,83.94,83.92,84.16,-0.00297,84.88,83.38,83.97,791082.2,66387618.22,13403101.4030,159443.9000,0.0001,1716105600000,,,,0,155.5,83.91,83.92,21.3,
ADA/USD:ADA,,,0.4861,0.4758,0.4796,183.0,0.4797,1502.0,2.079859853864292,0.4823,0.4795,0.4795,,-0.0028,-0.5805,0.4809,1486016.0,3090705.0206,ADAUSD,0.4795,0.4794,0.4795,0.4823,-0.005805,0.4861,0.4758,0.4795,11088946,23126060.48,3090705.0206,1486016.0000,0.0001,1716105600000,,,,0,1502,0.4796,0.4797,183,
ADA/USDT:USDT,,,0.486,0.4752,0.4792,22356.0,0.4793,9282.0,0.48068618676122127,0.4818,0.4793,0.4793,,-0.0025,-0.5188,0.48055,60034465.0,28857738.0551,ADAUSDT,0.4793,0.4794,0.4793,0.4818,-0.005188,0.4860,0.4752,0.4792,123533916,59209805.94,28857738.0551,60034465.0000,0.0001,1716105600000,,,,0,9282,0.4792,0.4793,22356,
DOT/USD:DOT,,,7.245,7.06,7.09,3560.0,7.095,3000.0,0.13966093151419628,7.195,7.095,7.095,,-0.1,-1.3898,7.145,730896.0,102077.6162,DOTUSD,7.095,7.099,7.095,7.195,-0.013898,7.245,7.060,7.100,41901907,5905836.08,102077.6162,730896.0000,0.0001,1716105600000,,,,0,3000,7.090,7.095,3560,
DOT/USDT:USDT,,,7.228,7.06,7.097,99.5,7.098,237.2,7.140284150912629,7.207,7.096,7.096,,-0.111,-1.5401,7.1515,1848356.9,13197793.4783,DOTUSDT,7.096,7.098,7.097,7.207,-0.015401,7.228,7.060,7.105,7025479.9,49859830.85,13197793.4783,1848356.9000,0.0001,1716105600000,,,,0,237.2,7.097,7.098,99.5,
XRP/USD:XRP,,,0.5258,0.5188,0.5208,629.0,0.5209,13913.0,1.9151471378243465,0.524,0.5208,0.5208,,-0.0032,-0.6106,0.5224,8908992.0,17062030.5297,XRPUSD,0.5208,0.5205,0.5208,0.5240,-0.006106,0.5258,0.5188,0.5218,57810485,111003235.41,17062030.5297,8908992.0000,0.0001,1716105600000,,,,0,13913,0.5208,0.5209,629,
XRP/USDT:USDT,,,0.5257,0.5184,0.5204,64332.0,0.5205,69503.0,0.5219634094705675,0.5237,0.5205,0.5205,,-0.0032,-0.611,0.5221,101334519.0,52892911.0343,XRPUSDT,0.5205,0.5204,0.5204,0.5237,-0.00611,0.5257,0.5184,0.5215,271865098,141478597.00,52892911.0343,101334519.0000,0.0001,1716105600000,,,,0,69503,0.5204,0.5205,64332,
AVAX/USDT:USDT,,,37.74,36.635,36.855,10.9,36.86,179.8,37.16244586341425,37.4,36.855,36.855,,-0.545,-1.4572,37.1275,1710497.6,63566274.4595,AVAXUSDT,36.855,36.867,36.855,37.400,-0.014572,37.740,36.635,37.020,1929043.3,71094890.82,63566274.4595,1710497.6000,0.0001,1716105600000,,,,0,179.8,36.855,36.860,10.9,
MATIC/USDT:USDT,,,0.722,0.7021,0.7045,14328.0,0.7046,520.0,0.71198757768307,0.7177,0.7046,0.7046,,-0.0131,-1.8252,0.71115,29422434.0,20948407.5132,MATICUSDT,0.7046,0.7048,0.7046,0.7177,-0.018252,0.7220,0.7021,0.7065,70564474,49719728.38,20948407.5132,29422434.0000,0.0001,1716105600000,,,,0,520,0.7045,0.7046,14328,
BCH/USDT:USDT,,,496.9,472.55,490.15,1.15,490.2,1.8,485.0065711417625,484.9,490.25,490.25,,5.35,1.1033,487.575,101182.34,49074099.7835,BCHUSDT,490.25,490.54,490.25,484.90,0.011033,496.90,472.55,491.50,86569.06,42440481.67,49074099.7835,101182.3400,0.00002092,1716105600000,,,,0,1.80,490.15,490.20,1.15,
SUI/USDT:USDT,,,1.0891,1.0506,1.0728,1160.0,1.0729,20.0,1.0730887376486506,1.0825,1.0729,1.0729,,-0.0096,-0.8868,1.0777,33665350.0,36125907.934,SUIUSDT,1.07290,1.07342,1.07285,1.08250,-0.008868,1.08910,1.05060,1.07500,39375610,42244123.19,36125907.9340,33665350.0000,0.0001,1716105600000,,,,0,20,1.07280,1.07290,1160,
BNB/USDT:USDT,,,581.7,573.7,579.0,4.42,579.05,5.5,578.1010409572825,580.1,579.05,579.05,,-1.05,-0.181,579.575,37723.45,21807965.7135,BNBUSDT,579.05,579.26,579.08,580.10,-0.00181,581.70,573.70,578.95,133651.23,77394754.27,21807965.7135,37723.4500,0.0001,1716105600000,,,,0,5.50,579.00,579.05,4.42,
