symbol,base,quote,settle,type,spot,margin,swap,future,option,index,active,contract,linear,inverse,subType,group,exchange,adv,spread,market_depth,order_book_imbalance
BTC/USD:BTC-240628,BTC,USD,BTC,future,False,,False,True,False,,True,True,False,True,inverse,group_b,Bitget,26.425733333333334,0.00013380360036936907,"{'total_bids': 100.93, 'total_asks': 117.683}",-0.07663313709614707
BTC/USD:BTC-240927,BTC,USD,BTC,future,False,,False,True,False,,True,True,False,True,inverse,group_b,Bitget,28.509199999999996,0.00017152910130475136,"{'total_bids': 106.40899999999999, 'total_asks': 103.815}",0.012339219118654361
LTC/USDT:USDT,LTC,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bitget,51111.53666666666,0.00012130033964101305,"{'total_bids': 127087.70000000001, 'total_asks': 136948.7}",-0.03734712335117431
ADA/USDT:USDT,ADA,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bitget,14107343.033333333,0.0007828469534206649,"{'total_bids': 8625236.0, 'total_asks': 7612379.0}",0.062377202563307484
DOT/USDT:USDT,DOT,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bitget,827493.4,0.00043072505384064805,"{'total_bids': 951731.0, 'total_asks': 935882.0}",0.008396318525036648
XRP/USDT:USDT,XRP,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bitget,73911018.7,1.927265018203883e-05,"{'total_bids': 3817532.0, 'total_asks': 3897211.0}",-0.01032814702965478
AVAX/USDT:USDT,AVAX,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bitget,239631.46666666665,0.0003452243958573203,"{'total_bids': 117308.7, 'total_asks': 97944.90000000001}",0.08995807735619747
MATIC/USDT:USDT,MATIC,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bitget,8568310.533333333,0.00028981307056945077,"{'total_bids': 7525710.0, 'total_asks': 7358233.0}",0.011252193051263364
BCH/USDT:USDT,BCH,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bitget,36642.05933333333,0.0003496579907778252,"{'total_bids': 1179.92, 'total_asks': 8503.08}",-0.7562904058659506
SUI/USDT:USDT,SUI,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bitget,8874976.63,0.0007186561130686156,"{'total_bids': 1995178.7999999998, 'total_asks': 2148705.6}",-0.03704900648290292
BNB/USDT:USDT,BNB,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bitget,14979.786666666665,0.0002227514950052183,"{'total_bids': 5008.6900000000005, 'total_asks': 3932.46}",0.12036818530054862
BTC/USD:BTC,BTC,USD,BTC,swap,False,,True,False,False,,True,True,False,True,inverse,group_a,Bybit,9337.435530741997,7.598091359450506e-06,"{'total_bids': 836363.0, 'total_asks': 329979.0}",0.43416425027993505
BTC/USDT:USDT,BTC,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_a,Bybit,114344.87143333335,1.5198607808409507e-06,"{'total_bids': 3.9130000000000003, 'total_asks': 10.966}",-0.47402379192150007
ETH/USDT:USDT,ETH,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_a,Bybit,604720.071,3.3175198221024886e-06,"{'total_bids': 90.0, 'total_asks': 128.44}",-0.17597509613623877
DOGE/USDT:USDT,DOGE,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_b,Bybit,2140652331.7333333,6.404508774183425e-05,"{'total_bids': 4532108.0, 'total_asks': 4540850.0}",-0.0009635225909785982
SOL/USDT:USDT,SOL,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_b,Bybit,7772817.453333332,6.190417234133544e-05,"{'total_bids': 16939.1, 'total_asks': 10939.099999999999}",0.21522192967982154
BTC/USD:BTC-240628,BTC,USD,BTC,future,False,,False,True,False,,True,True,False,True,inverse,group_b,Bybit,80.85848866766666,0.00012012372743926243,"{'total_bids': 99969.0, 'total_asks': 108697.0}",-0.041827609672874355
BTC/USD:BTC-240927,BTC,USD,BTC,future,False,,False,True,False,,True,True,False,True,inverse,group_b,Bybit,92.52781095000005,0.0002483746073489663,"{'total_bids': 72765.0, 'total_asks': 84416.0}",-0.0741247351779159
LTC/USDT:USDT,LTC,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bybit,534173.8433333334,0.00012131505519823976,"{'total_bids': 6887.999999999999, 'total_asks': 12517.0}",-0.290079876320536
ADA/USDT:USDT,ADA,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bybit,109018299.76666667,0.00021739130434780213,"{'total_bids': 2930828.0, 'total_asks': 3253349.0}",-0.05215261464864282
DOT/USDT:USDT,DOT,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bybit,4574988.85,0.00014355440712021902,"{'total_bids': 85362.29999999999, 'total_asks': 85979.7}",-0.0036033196764366513
XRP/USDT:USDT,XRP,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bybit,284639564.6333333,0.00019282684149652914,"{'total_bids': 4662327.0, 'total_asks': 5546651.0}",-0.08662218686336673
AVAX/USDT:USDT,AVAX,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bybit,2229393.816666667,0.00014380212827136762,"{'total_bids': 21575.4, 'total_asks': 19601.1}",0.04794725146624902
MATIC/USDT:USDT,MATIC,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bybit,73162601.13333334,0.00014501160092805828,"{'total_bids': 1250464.0, 'total_asks': 1108654.0}",0.06011144843115097
BCH/USDT:USDT,BCH,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bybit,116425.214,0.00010932546189997709,"{'total_bids': 793.8599999999999, 'total_asks': 844.7}",-0.03102724343325856
SUI/USDT:USDT,SUI,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bybit,52387852.0,9.977052778608101e-05,"{'total_bids': 202460.0, 'total_asks': 184710.0}",0.04584549422734199
BNB/USDT:USDT,BNB,USDT,USDT,swap,False,,True,False,False,,True,True,True,False,linear,group_c,Bybit,128217.28099999999,8.562376915824047e-05,"{'total_bids': 2822.0499999999997, 'total_asks': 1472.0}",0.3144001583586591
BTC/USD:BTC,BTC,USD,BTC,swap,False,False,True,False,False,,True,True,False,True,inverse,group_a,BitMEX,6146.672067860271,7.599246154781446e-06,"{'total_bids': 3109.978558787495, 'total_asks': 995.2292685417657}",0.5151381803784412
BTC/USDT:USDT,BTC,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_a,BitMEX,10689.054893872719,1.5200848814070643e-06,"{'total_bids': 202699767.01404333, 'total_asks': 3555.6533125892893}",0.9999649176612815
ETH/USD:BTC,ETH,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_a,BitMEX,94.6037717288564,1.655985559811943e-05,"{'total_bids': 4798219.82096112, 'total_asks': 39.31043796286866}",0.9999836147082156
ETH/USDT:USDT,ETH,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_a,BitMEX,91260.74013562354,0.00015255934890324302,"{'total_bids': 1400399782.4201982, 'total_asks': 61125.43325679}",0.9999127066911841
BTC/EUR:BTC,BTC,EUR,BTC,swap,False,False,True,False,False,,True,True,False,True,inverse,group_b,BitMEX,10.547558636581519,0.00026461370533610075,"{'total_bids': 72.9893838288192, 'total_asks': 58.89994730873339}",0.10682771986607001
ETH/USD:BTC,ETH,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_b,BitMEX,94.6037717288564,0.000198728139904731,"{'total_bids': 4798223.878969301, 'total_asks': 43.07726187534318}",0.9999820446580949
DOGE/USD:BTC,DOGE,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_b,BitMEX,5385982.078132054,0.0001279263144428313,"{'total_bids': 1196316540.6971343, 'total_asks': 1982373.100349628}",0.9966913545902042
DOGE/USDT:USDT,DOGE,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_b,BitMEX,12327908591.454956,0.00025572177470901736,"{'total_bids': 113563544099883.6, 'total_asks': 5509115496.460504}",0.9999029821004847
SOL/USD:BTC,SOL,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_b,BitMEX,6615.519948683478,0.00012363231748767885,"{'total_bids': 208684784.23245183, 'total_asks': 2971.6639802897994}",0.9999715204759617
SOL/USDT:USDT,SOL,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_b,BitMEX,1741173.9992428948,0.000309386795371468,"{'total_bids': 104048574866.53467, 'total_asks': 841826.8929559581}",0.9999838187099993
BTC/USD:BTC-240531,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,BitMEX,0.7308555132135482,0.0019915491677899104,"{'total_bids': 17.957590594235267, 'total_asks': 15.80469050355245}",0.06376642870922267
BTC/USDT:USDT-240628,BTC,USDT,USDT,future,False,False,False,True,False,,True,True,True,False,linear,group_b,BitMEX,2.9003288557531866,0.0039960417280425434,"{'total_bids': 36000020.86232834, 'total_asks': 16.88019330543495}",0.999999062212466
BTC/USD:BTC-240628,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,BitMEX,109.47723094678416,6.772722483933598e-05,"{'total_bids': 290.0993393231819, 'total_asks': 286.36915879227763}",0.0064707447902159956
BTC/USD:BTC-240927,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,BitMEX,28.441622589233155,0.00010267994660642776,"{'total_bids': 231.18586859805663, 'total_asks': 218.10042245685906}",0.029124961971292704
BTC/USD:BTC-241227,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,BitMEX,14.212634606790328,0.0007851870886690365,"{'total_bids': 117.164362090372, 'total_asks': 105.67153525308098}",0.051575293632234356
ETH/USD:BTC-240628,ETH,USD,BTC,future,False,False,False,True,False,,True,True,False,False,,group_b,BitMEX,0.6082995607347708,0.0026572754922363317,"{'total_bids': 700003.720219661, 'total_asks': 3.7903651134613714}",0.9999891705015843
ETH/BTC:BTC-240628,ETH,BTC,BTC,future,False,False,False,True,False,,True,True,True,False,linear,group_b,BitMEX,168632510.53436878,0.0021607605877267916,"{'total_bids': 3012863093096.963, 'total_asks': 1112847891.5098376}",0.999261541622562
LTC/USD:BTC,LTC,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_c,BitMEX,2310.998886609044,0.0001211827435773766,"{'total_bids': 11054841.403225504, 'total_asks': 3523.0125374219824}",0.9993628329823532
LTC/USDT:USDT,LTC,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,BitMEX,1036152.6432678222,0.00012121212121218323,"{'total_bids': 12049980536.533457, 'total_asks': 1992840.5314556283}",0.9996692922446628
LINK/USD:BTC,LINK,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_c,BitMEX,7528.308787281805,0.00042799058420716366,"{'total_bids': 1073555656.8951412, 'total_asks': 20266.544997276655}",0.9999622447848264
ADA/USD:BTC,ADA,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_c,BitMEX,1612688.9562799952,0.00021691973969628848,"{'total_bids': 167626689.2799726, 'total_asks': 2246734.489969418}",0.9735481343684206
ADA/USDT:USDT,ADA,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,BitMEX,81987422.72127455,0.0015217391304347355,"{'total_bids': 64347216002.53379, 'total_asks': 277703739.38210917}",0.9914056763090418
DOT/USD:BTC,DOT,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_c,BitMEX,27188.348314123697,0.00014330753797654543,"{'total_bids': 27237316.407141093, 'total_asks': 54749.963228759465}",0.9959878477147338
DOT/USDT:USDT,DOT,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,BitMEX,558453.1374848377,0.001867279517380049,"{'total_bids': 3726214292.585615, 'total_asks': 8083792.129884328}",0.9956705158792913
XRP/USD:BTC,XRP,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_c,BitMEX,1433260.5736450064,0.00019245573518110088,"{'total_bids': 1254821277.2503483, 'total_asks': 1133953.6864562177}",0.9981942769001242
XRP/USDT:USDT,XRP,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,BitMEX,353126603.14191437,0.00019271535941412407,"{'total_bids': 1900361021958.7417, 'total_asks': 286997751.8479362}",0.9996980001043101
AVAX/USD:BTC,AVAX,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_c,BitMEX,1382.5447364094978,2.8719126938474137e-05,"{'total_bids': 40384466.90828307, 'total_asks': 193.0984045250265}",0.9999904370419612
AVAX/USDT:USDT,AVAX,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,BitMEX,473924.75552842976,0.001696328455191185,"{'total_bids': 700008628557.5428, 'total_asks': 824441.636055799}",0.9999976444842779
MATIC/USDT:USDT,MATIC,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,BitMEX,90363517.4426234,0.0004357931435211606,"{'total_bids': 842672971774.3037, 'total_asks': 127583293.4956247}",0.9996972396547951
BCH/USD:BTC,BCH,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_c,BitMEX,124.68519984301973,0.0003277613897083669,"{'total_bids': 503068.74076823785, 'total_asks': 235.1770520185911}",0.9990654670321777
BCH/USDT:USDT,BCH,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,BitMEX,239569.53539420106,0.00032826348615829767,"{'total_bids': 5005359626.926699, 'total_asks': 331592.52469632926}",0.9998675137917385
SUI/USD:BTC,SUI,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_c,BitMEX,912031.526891274,0.0019860973187686218,"{'total_bids': 152508288.2539773, 'total_asks': 1320094.1883897441}",0.9828367929580962
SUI/USDT:USDT,SUI,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,BitMEX,76072794.74562846,0.001992031872509962,"{'total_bids': 190213689378.36432, 'total_asks': 85457272.04944584}",0.9991018638438098
BNB/USD:BTC,BNB,USD,BTC,swap,False,False,True,False,False,,True,True,False,False,,group_c,BitMEX,60.56859215242135,0.0002738178768845826,"{'total_bids': 4562620.2472135965, 'total_asks': 116.41608889272531}",0.9999489709367497
BNB/USDT:USDT,BNB,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,BitMEX,2175.7084624019767,0.001080691642651289,"{'total_bids': 5003240386.041929, 'total_asks': 12547.450664894126}",0.999994984282893
BTC/USD:BTC,BTC,USD,BTC,swap,False,False,True,False,False,,True,True,False,True,inverse,group_a,Deribit,8961.884291969332,7.5894415688893614e-06,"{'total_bids': 531410.0, 'total_asks': 543460.0}",-0.011210658033064464
BTC/USDT:USDT,BTC,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_a,Deribit,1.8713666666666666,0.00021259149026634676,"{'total_bids': 1.236, 'total_asks': 0.616}",0.3347732181425486
ETH/USDT:USDT,ETH,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_a,Deribit,15.356666666666664,0.0003316749585406302,"{'total_bids': 16.79, 'total_asks': 16.29}",0.015114873035066506
BTC/USD:BTC-240531,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,Deribit,172.10657508066663,7.553725875287986e-05,"{'total_bids': 292200.0, 'total_asks': 724500.0}",-0.42519917379758043
BTC/USD:BTC-240628,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,Deribit,594.0235599836667,3.748828491096532e-05,"{'total_bids': 247040.0, 'total_asks': 657430.0}",-0.4537353367165301
BTC/USD:BTC-240927,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,Deribit,312.989900383,7.297672042618404e-05,"{'total_bids': 126200.0, 'total_asks': 104580.0}",0.09368229482624144
BTC/USD:BTC-241227,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,Deribit,159.660478938,0.0001066894270777766,"{'total_bids': 128030.0, 'total_asks': 462770.0}",-0.5665876777251185
BTC/USD:BTC,BTC,USD,BTC,swap,False,False,True,False,False,,True,True,False,True,inverse,group_a,OKX,20018.80975,1.5184230264489377e-06,"{'total_bids': 27712.0, 'total_asks': 14393.0}",0.31632822705141905
BTC/USDT:USDT,BTC,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_a,OKX,124423.50869999999,1.5183769156795016e-06,"{'total_bids': 4852.5, 'total_asks': 3734.7999999999997}",0.13015732535255556
ETH/USDT:USDT,ETH,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_a,OKX,1607275.6003333328,3.3154410033066656e-06,"{'total_bids': 11669.600000000002, 'total_asks': 9376.4}",0.10896132281668738
DOGE/USDT:USDT,DOGE,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_b,OKX,4092245356.6666665,6.406970784219631e-05,"{'total_bids': 17637.399999999998, 'total_asks': 19256.100000000002}",-0.043874937319582155
SOL/USDT:USDT,SOL,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_b,OKX,7443795.016666668,6.193868070622067e-05,"{'total_bids': 42015.299999999996, 'total_asks': 32438.2}",0.12863196491770024
BTC/USD:BTC-240531,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,OKX,99.84456999999999,3.325799892662968e-05,"{'total_bids': 18642.0, 'total_asks': 18484.0}",0.004255777622151592
BTC/USDT:USDT-240628,BTC,USDT,USDT,future,False,False,False,True,False,,True,True,True,False,linear,group_b,OKX,318.88186666666667,9.606047006603754e-05,"{'total_bids': 335.29999999999995, 'total_asks': 1014.5999999999999}",-0.5032224609230314
BTC/USD:BTC-240628,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,OKX,1238.4082833333337,5.257047071599479e-05,"{'total_bids': 2620.0, 'total_asks': 6689.0}",-0.4371038779675583
BTC/USD:BTC-240927,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,OKX,1294.937163333333,2.0503957996092228e-05,"{'total_bids': 2443.0, 'total_asks': 4645.0}",-0.310665914221219
BTC/USD:BTC-241227,BTC,USD,BTC,future,False,False,False,True,False,,True,True,False,True,inverse,group_b,OKX,187.06034333333326,0.00023582091248495324,"{'total_bids': 7206.0, 'total_asks': 7565.0}",-0.024304380204454676
LTC/USDT:USDT,LTC,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,OKX,980132.05,0.00012125621438104907,"{'total_bids': 19401.899999999998, 'total_asks': 20906.2}",-0.03732004237361729
ADA/USDT:USDT,ADA,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,OKX,82277868.33333333,0.00021715526601517694,"{'total_bids': 44431.99999999999, 'total_asks': 37310.4}",0.08712247254790649
DOT/USDT:USDT,DOT,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,OKX,4752361.166666667,0.0001434102968593624,"{'total_bids': 163179.0, 'total_asks': 150430.0}",0.040652532293397194
XRP/USDT:USDT,XRP,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,OKX,208050382.66666666,0.00019271535941412407,"{'total_bids': 71651.50000000001, 'total_asks': 75438.1}",-0.025743492401910064
AVAX/USDT:USDT,AVAX,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,OKX,1375956.1700000002,2.876125284031105e-05,"{'total_bids': 10663.2, 'total_asks': 12613.199999999999}",-0.08377584162499348
MATIC/USDT:USDT,MATIC,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,OKX,66890253.666666664,0.0001452854859799346,"{'total_bids': 247077.0, 'total_asks': 248375.0}",-0.0026198299734383956
BCH/USDT:USDT,BCH,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,OKX,221817.8176666666,0.0002187226596675913,"{'total_bids': 40269.00000000001, 'total_asks': 40380.1}",-0.0013775727193482787
SUI/USDT:USDT,SUI,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,OKX,71064283.13333334,9.937394415183244e-05,"{'total_bids': 695968.0, 'total_asks': 699438.0}",-0.0024867314602345122
BNB/USDT:USDT,BNB,USDT,USDT,swap,False,False,True,False,False,,True,True,True,False,linear,group_c,OKX,158580.66133333332,0.00017117425539183334,"{'total_bids': 553734.0, 'total_asks': 393655.0}",0.16896860740413916
